id_dataset,id_commento,Content,ReactionsCount
5,681,Read more:https://hoan2.caphemoingay.com/posts/discovery-of-two-giant-crystal-pyramids-at-the-bottom-of-bermuda-triangle-admin-1710738119360,40
5,682,Simple mind conditioning for the conspiracy plan in the future,36
5,683,Jade Johnson makes sense,0
5,684,The Bermuda Triangle is the main grid that connects to all of the other Pyramids across the Planet...,21
5,685,They have known about this for a very long long time,18
5,686,I find this extremely fascinating.  Very interesting 👌,9
5,687,The Bermuda triangle stopped existing............,0
5,688,Interesting,1
5,689,how about Oceangate could organize some trips down there ^^,1
5,690,Meu Deus do Céu,0
5,691,Great potato shop,4
5,692,Just curious what can be inside,0
5,693,"well, yes... 20 years ago..  😅",0
5,694,"Yep. ………good job. They wernt able to get the sperm where it was sposed to go. 
Back in 2020.  Otherwise we all wouldn’t n
Be here.    Activation didn’t happen.   Thank god 

Those that know know !! Wink wink",1
5,695,Incroyable,0
5,696,"Bermuda triangle, life inside there",0
5,697,Prachtig. Geweldig nieuws 🙏🏻🙏🏻🙏🏻,0
5,698,Tiene sentido !,0
5,699,Of course !,0
5,700,Very interesting,0
5,701,I love that they are finding these all over the world. Can’t wait to see others,0
5,702,Right...,0
5,703,Iv been there 😆,1
5,704,Sounds about right,4
5,705,Love it!!!,5
5,706,Great news,3
5,707,Zenada,0
5,708,Woow.,0
5,709,Amazing,0
5,710,Right. 😆,1
5,711,Story teller,0
5,712,Muy interesante,0
5,713,"Andrew Davies Radge Pot Singh Craig Williams Robert Matge Steven Burgoyne not sure how legit this is, but for sure it seems more legit than a certain new group member 🤣 miss you guys!",2
5,714,John Jackson,0
5,715,Inman Campbell dive trip? 🤣😎,1
5,716,Atlantis,0
5,717,Carel Shoates,1
5,718,Niwat Mekhintharasombat,1
5,719,Eric Howell,0
5,720,Diego Raphael,2
5,721,Dave Carrington,0
5,722,Ivan Vidaković,0
5,723,David Pinney,0
5,724,Pietro Maccioni,1
5,725,Rick Marler,0
5,726,Albert Król,1
5,727,Tacee Jones,0
5,728,Paweł Józak,0
5,729,Jacob Wiewiorra Lysdal,1
5,730,Johnny Van Fossen,1
5,731,Karla Rodrigues,0
5,732,Karolina Ryło,0
5,733,Б. Энххүслэн,2
5,734,💜💜💜,0
5,735,Fugazy￼,0
5,736,Fascinant❣️,0
5,737,Fantastique,0
5,738,😂😂😂😂,0
5,739,Right........uh-hun,5
5,740,"Je ne pense pas que ce sont des extraterrestres mais des humains arrivés à un niveau extrêmement élevés, qui se sont peut-être détruits par des conflits et qui se sont adaptés à la vie sous terre, sous les pôles et sous océans. 😉",0
5,741,Lol right,0
5,742,Alessandro Queiroz,2
5,743,Dont tell any body im superman hahahaha,1
5,744,Atlantis,0
5,745,😂,1
5,746,Live it alone 😔 Father forgive them🙏🏽,5
5,747,Mike Palmer,0
5,748,Julius Papanikolas Bermuda driehoek,0
5,749,Love it. We've never been alone.,12
5,750,Derrick Sizer,1
5,751,Ernick Christiaan Shan Bakmeyer,1
5,752,The story that I heard is that this is where he was defeated in battle,1
5,753,Gitte Agregaard,0
5,754,"And The Tangerine-Tyrant is an honest man.

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/1125639282502406653?url=https%3A%2F%2Fmedia.tenor.co%2FNvYQ6uj9njAAAAAM%2Flaugh-funny.gif%3Fc%3DVjFfZmFjZWJvb2s%26t%3DAAYUXpQVK7sIWptkCAC-fw&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399ueIaZ8zNTi6qWKnII6tT7D51w0ZJPIGo9Aq8_AuNeY4&oe=679C25CC&_nc_sid=867500",1
5,755,Very interesting,7
5,756,Michael Mark,0
5,757,Ok,0
5,758,What are the cords??,2
5,759,"Yes go 🤷🏻‍♂️

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/10536280947522381717?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FHE9zsSQN_UMAAAAd%2Ftoon-lagoon-cartoons.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s498x498_tt6&ccb=13-1&oh=06_Q399qwUChndPB7rthK70gntTzrn2H_n1NyTSVvhDdQS6EUk&oe=679C2C3F&_nc_sid=c97757",1
5,760,"Isso me fez lembrar quando fui visitar meu avô. Ele colocou a mão dele no meu ombro e disse muito emocionado: meu neto, nesse mundo, algum dia, você pode ter certeza de que as pessoas, mesmo com muitas coisas pra fazer, elas ainda vão perder tempo lendo o seu comentário...e vice-versa kkkkkkkkk",0
5,761,😂😂😂😂😂😂,0
5,762,Talina Davisenn 🧐,1
5,763,My ancestors build it there the aqua family,2
5,764,Don't be silly! 😂😂😂,0
5,765,So now they can see under the water near the Bermuda Triangle 👀🙄,2
5,766,More evidence,1
5,767,Seeee 😏😏,0
5,768,What's the name of the water Orisha?,0
5,769,Seriously????,3
5,770,"More planes and ships have gone missing on the Great Lakes. According to insurance reports, the Cape of Good Hope and the straits of Hermosa are far more dangerous than the supposed Bermuda triangle.",4
5,771,When we start to nuke ourselves I certainly hope the aliens know I believe in them,0
5,772,Ras Lion,0
5,773,Berbulak,0
5,774,Danielle Birtles,2
5,775,Wala lagi ko kakita pyramid sa Bermuda Triangle katong namana mi...gisalom namo tanan dira dapita do....atik pod ka admin da..😅😆🤣,1
5,776,I hear this is where Atlantis sank,0
5,777,Paula NJ Ramos,0
5,778,So what size are they?,1
5,779,Is this true I'm not sure but I believe if it is true then someone out there knows about it,7
5,780,Leeann Sasser,0
5,781,Hunter Pardon woe,0
5,782,Cody Code,1
5,783,🤣,0
5,784,How is this possible when we never had a survivor to tell us what is inside of it?,35
5,785,Simon John,0
5,786,I saw it in a movie too,0
5,787,Most be a secret pyramids 😂 😆 😝,0
5,788,Emsley Jordan Von Dette,0
5,789,Estefania Alvarado Ramos,1
5,790,Send Indiana Jones down there he'll figure it out,0
5,791,Pyradym.. event horizon,0
5,792,It had to be something down there,0
5,793,Luana Brito,0
5,794,Wow!,0
5,795,Jeffrey Lequigan,0
5,796,"Beyond the pillers of Hercules there was Atlantis, according to Plato and the Azure Islands, westwards to Bermuda and in the triangle there are many underwater ruins. Coincidentally in the Atlantic ocean where there are tectonic plates which move and cause earthquakes, as well as glaciers melting in the past. Hopefully we will find out the truth someday 👍",23
5,797,Our current technology isn't enough to find out to reveal it's secret...,0
5,798,I just heard about this and then  ot even a full 5 minutes later I seen the same story but it was in lake Michigan,0
5,799,ये नही हो सकता,0
5,800,Humans are nosy.Obviously it's underwater for a reason,0
5,801,Wow,0
5,802,X una manciata di like 😎che fantasia 😂✌,0
5,803,"Right, and they are gonna give submersable touurs",2
5,804,"They say in 1975 -76 on a late night talk show that they discovered a pyramid and Bermuda triangle , ￼but on one side is a whole big enough for a full size submarine to fit through, but was to deep to go!!   Now they found a second pyramid????",0
5,805,It's about time someone found them. I've known about them for almost 10 years now. They date back to the time of Lumeria and caused the fall of Atlantis or human consciousness depending on how you see that event occurrence.,7
5,806,"Lol.....There's nothing but NASA rockets their...that's their dumping site! 
Research Flat earth ❤️",0
5,807,C.A.P,0
5,808,100 percent right,0
5,809,I’m gonna offer this like Kodak Black said “lemme drive da boat” - so give me a boat an let’s find out!,5
5,810,"Existe portais q quando entra em harmonia ressonante para mundos diferentes é possível essa passagem, foi assim q vieram para criar a guerra de Órion, desse jeito também que os Maias saíram daqui, a ressonância Shulman tem q ter uma determinada frequência, e a velocidade de rotação do magma planetário tem q ter a msm ressonância, aí esses portais vibram como taças de cristal como se estivesse movimentando pela nota musical, elas não rompem, mas se abrem e o trânsito é possível.",1
5,811,Alien,0
5,812,Luiz Gustavo,1
5,813,"If true,that would be the greatest.discovery",0
5,814,Rafael Carvalho,0
5,815,Whatever,0
5,816,Been my theory since a kid!!!,6
5,817,"Manureva
Disparu
Dans
Cette
Zone",0
5,818,Good break it and find out who's hiding in the thing .,0
5,819,Ryan Mowdyn,0
5,820,Ça fait longtemps qui les on découvertes mais lol …. Découverte du mur de chine allô,1
5,821,Must be third...,0
5,822,Roberta Rey,0
5,823,We know as God's what was done to our Ocean titan,16
5,824,To čtu poprvé.,0
5,825,I remember this from in search of or some other show from the 90s when I would of watched reruns. Super interesting.,1
5,826,Victor Oyekan,0
5,827,Lpm,0
5,828,Lies!!!!! Lmfaoo,8
5,829,Ok lol🤔🤪,0
5,830,I wondered when they would find them..now they have the power for clean energy.only problem they still don't know the order of alignment..,2
5,831,Kayla Bottomm Cotto,1
5,832,Wow,0
5,833,Robert Bruce,0
5,834,"I knew it had to be something in that area to many unexplained things just happen there all the time, and they only just thought about going down to see what is down there, that makes me say ummm y the wait?",3
5,835,"Let's say they are there. We are coming out if an ice age. Water levels have been rising for over 10,000 years. Antarctica was a forest before the ice age.( core samples show plant and tree materials).  We have other sunken coastal cities around the globe at the same depths.

Theirs zero evidence that they are not made by humans.",0
5,836,The Bermuda triangles were also all the rockets land from space,5
5,837,Alex O'Brien hmmmmmm,0
5,838,Cristal...🤣🤣🤣,0
5,839,A muito tempo foi descoberto !!,1
5,840,Location send me please 😜,0
5,841,The only thing strong enough to do what the Bermuda triangle does is a crystal and people are just figuring this out now? I've had my hutch for years!!,6
5,842,What... When,0
5,843,"Bruh, Rashad Jamal told us about this a couple years ago, now all of a sudden, there’s a discovery😂",16
5,844,Are you really sure🤔😂,3
5,845,Its there. Bimini Pyramids.,0
5,846,Wow - got to go one up on Egypt - 'crystal' no less .....,0
5,847,🤣🤣 si si dentro ci abita il principe maurice del cocoricò 🤣🤣🤣🤣,0
5,848,"What are the geographic coordinates, please.",1
5,849,"Last night I found a Blue Gnome, he came close and told me he knows where is a portal who leads to another dimension.",2
5,850,OMG and if you zoom in you see cows grazing and pig's flying.,3
5,851,Prove it.,0
5,852,We know that the earth is flat that's why😁😁😂😂😂😂,0
5,853,"I discovered the ""Bahamian Rectangle"" and it hides THREE giant crystal pyramids 💪💪",0
5,854,Really..or another Hollywood series,2
5,855,Dayane Faria,0
5,856,3**,0
5,857,Energy,0
5,858,Really?!,0
5,859,When's the expedition?,0
5,860,Rashad Jamal talked a lot about this!!!,10
5,861,Ema Lou,0
5,862,Really,0
5,863,They said 2 but i can see 3. They are fool😂,0
5,864,Makes sense,2
5,865,I know it's 20 years before I said 20 years before there in bermuda tryangle have 1 way going to other side in our universe that is invisible and many powers there for security,5
5,866,The great flood..,2
5,867,I new there was a reason y plans and ships couldn't go out there just didn't know the cause I can believe it,0
5,868,Una ps2,0
5,869,"If so, it would explain a lot.",0
5,870,Lies,0
5,871,Show me,0
5,872,Aun no se ven...son de cristal,0
5,873,Source ?🤔,0
5,874,💯 BS,0
5,875,https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/17840144526712607718?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FWf4OAMTAGWaEo%2Fgiphy.gif%3Fcid%3D999aceacpw6med5hnz63mx8crr0exei5ush8o9lb9mvkwszp%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s245x160_tt6&ccb=13-1&oh=06_Q399WZEpQn4ls1YszIf5kycUxDuyhwTrnRLpF_41DrlGTtM&oe=679C2A16&_nc_sid=c97757,0
5,876,The found the location of the shaman king fight ￼,24
5,877,Quand même l'armée dit qu'il ont perdu des avions sans savoir où il sont .....,0
5,878,There was an episode one time  I don’t remember the name but it showed some divers and you could see them,0
5,879,Funny how all the people taking these pictures seem to be using a Flip phone Camera from 2005,0
5,880,Stefan Laureys,0
6,881,soon they will find statue of Modi too.. lol,84
6,882,"Why all those strange pictures are capture from a far distance? Why can't it be taken from close range to make sure that what they believe are real? Now i'm not sure all these findings since it appears blurr and it seems only speculation about what it'd be....Untill a clear and fine close range pictures are shown, i won't believe all these theories and bullshit!..",91
6,883,"What if (Hindu, Buddhist, Muslim, Christian, antithesis, scientists, psychology) Share same truth...?  Mankind is blind nowdays just like 7 brother argument for a elephant look. Being concerned about other people is especially relevant in today's world. If we consider the complex inter-connected ness of our modern lives, how we depend on others and others depend on us, our outlook will change. We’ll begin to see 'others' not as somehow distant from us, but as people we are in touch with, people close to us; we will no longer feel indifferent to them.",18
6,884,Every shape which look like an animal or human figure doesn't mean that life was and is exist there. For me it's looks like King Kong figure!!,15
6,885,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464969608_8961682433863757_7613597871330312245_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=9xSGSjgh8cgQ7kNvgHfzumy&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=ARUI-9ZoAXtEWjEHWjxIOXT&oh=00_AYCbFvDpeHwrDKRKvS7C6-9yrG4X6CizyUOMztB9YED6Ig&oe=67A038F1,31
6,886,"What's the conspiracy theory again..?
Did Gautama Buddha visited mars to spread Buddhism ...?",4
6,887,"Gautama Buddha was the greatest teacher ever the world have. According to the Buddha, we have 33 Lokho Bumis (33 world) in the universe but the scientist found 9, so its possbl to hav a buddha statue in mars by buddha's super enliphtenment power.",11
6,888,Mars will soon claim that Lord #GautamBuddha was born on Mars as India does unashamedly from time to time.,3
6,889,aliens are buddhist.....!,4
6,890,Those statue might be taken and place by the NASA' s Buddhist astronauts,0
6,891,"most rubbish news and thought I have ever known of.... Buddha statue cannot exist there, silly folks",0
6,892,"Look another instance of Pareidolia! Pareidolia is the tendency for humans to see familiar shapes in patterns or objects. It is why people see shapes in the clouds, or faces on toast... Nothing special at all.",3
6,893,"Because getting a closer shot is unimaginable? Kind of like every UFO and Bigfoot/Alien sighting is captured in 240p, with today's technical specs giving most cell phone recordings a 720p standard? Excuse me, while I dismiss every bullshit theory about image speculation.",1
6,894,"To me , it seems like statue of Modijee touching his mothers feet, he knows where the camera man is lol,,,,",5
6,895,NASA is good at creating such story.,2
6,896,"Science/NASA/Movies/TV/Media paint a picture that says human life is a mere random event. That compared to the universe, human beings are nothing special. That we're on this planet to serve our own selfish desires. Please do not be deceived.",0
6,897,a martian answering the nature's call?,0
6,898,"Because of ignorance, several illusions may take indefinite shape and synoptic...but required gradually study and experiment of very phenomena...",1
6,899,"This is photo taken while I went to mars  without oxygen.

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/454517036_2272480986428772_7254174306476498244_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Q2J7k59GWXAQ7kNvgGAfuz7&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AkTCyk-nQf9dvI-MH_muuvq&oh=00_AYDyAiFJ0vAALNzghIP0ZfUBGS6aIrefzfN9l6R0-gnkBg&oe=67A02466",1
6,900,it looks more like an alien to me.,0
6,901,we never surprise seeing  this NASA. I think for the next report they would say they met Jesus on Space.....lol,2
6,902,#NASA_HOAX as good as their moon landing,1
6,903,This is just another confusing matter. It is difficult to buy the claims untill things become clear. Just claiming something doesn’t mean that is final truth. I hope it is not a statue at all.,0
6,904,"I guess Northeast Today will upload the Jesus statue really soon too so that they can say that a Jesus like statue appears on Mars, should I edit it or you can do the favour ?",0
6,905,"Religious Aliens. Okay, whatever!",0
6,906,There's a 'Sleeping Buddha' back home in Darj and Sikkim. I see him everyday from my bedroom window. (y),0
6,907,How does that resemble Buddha? This is no statue... Infact we are tired with the lies....,0
6,908,Not be trust some time technology also lie.but as a relagion we must believe .,0
6,909,"I saw a cloud today that resembled this too; therefore i'm going to buy a plane and chase it around. Those of you who would like to worship 'guatam buddha', well i guess you can purchase a one way ticket to 'paradise mars'....hope you enjoy your flight!!! Oh, and would you mind taking all these 'non-AMERICANS' with you...they desperately need something other than welfare to FOCUS on for a few centuries. Thanks!",0
6,910,NASA pulling its strings for more funding!! Feed this planet first.,1
6,911,I believe in aliens so i believe 50% in this pic,0
6,912,"Totally false, I think this pic unconsciously  has been clicked in earth area by rocket.",0
6,913,Another Internet Hoax,0
6,914,"another fake af bullshit and that also has religionism. You insane piece of shit, don't fucking tell me aliens had a religion, cus this stupid distinguishing has been done by us Earthlings. This is fucked up.",0
6,915,Not only hindu religion Buddhism also whole world,0
6,916,Can't be shown another clear image for this.??  Cause  this could be edited somehow by expert..  But and then I am also believers of life on Mars.,0
6,917,"Gautam Buddha statue with boobs :P :P :P  Religious people are so damn stupid. Please dont destroy Mars, like you idiots have done on earth.",4
6,918,Let me request you all please.. I don't know what you people are thinking about does not matter to me.me being a Buddhist I would like say you all  please don't use any rubbish word. Every religion has it own law so we must respect every religion,5
6,919,"wow our lord buddha is also worshipped by martians 󾌵 proud to be a buddhist,  buddha dhamma sanga may the triple gems bless every living being",5
6,920,"We see what we look. Our mind is filled with thousand of images and this could be one of it. To Buddha it is just a Maya and Maya is the cause of all the suffering. Purified mind is when one deletes all the images in our mind. We see this kind of images in clouds, on bark of trees, on stones and lots more. They even saw a mans face on the moon and a pyramid type on the surface of Mars. Whoever saw that image as Buddha shows his respect to Buddha and I respect his vision. Now it is up to us how we judge it as. Thank you for sharing the image.",1
6,921,I want whatever you guys are smoking.,3
6,922,no comment only this..why lord Buddha?,0
6,923,"I heard from  someone that once Anoka the great once went there for spreading Buddhism,  may be he made that but I am not so sure,  that might be a rumor",2
6,924,Never knew #GautamBuddha had breasts 󾌦,1
6,925,NASA does not have a good dslr camera i.e why the picture is not clear......! lol :-D,0
6,926,Idk its true or not but let me tell you non Buddhist..if you dnt like Buddhism stop commenting and follow what your lord or living god said...:-),2
6,927,it looks more like Abraham Lincoln than Buddha :D,0
6,928,Looks like a pile of Rocks to me,0
6,929,Hahahahaha now they see buddha ... oh yeah wright,1
6,930,Buddha's teachings are much more divine than this stupidity..,1
6,931,"How does that look like budha please explain wit n appropriate diagram... would love to see it accurately. ..... insread of some unclear grainy image, beacuse for me, that looks like STONE N ROCKS In a hilly area. ... s simple s that",1
6,932,oh i c :3,1
6,933,"That's just a rock that resembles a man. How is that Buddha? The jumping to conclusion stretch if measured, can land you in Mars.",1
6,934,Hindu relegion is the Relegion of Whole World.....,1
6,935,Konsi angle se Gautam Bhuddha lag raha hai beta,1
6,936,Just psycho-effect. Fallacy of mal observation! Wrong perception.Uh! Darwin's man is again transforming into monkey.,1
6,937,Picture is not clear,1
6,938,what on earth made you post this bullshit here.... ;-),1
6,939,"aftr smtym, u guys wud fyn Matt Damon farming potatoes wit his poop n martian soil....!! 󾌴󾌴󾌴󾌴",1
6,940,Kya tumhe hum CHUTIYA lagte hain??,1
6,941,anyone who believes this is as dumb as a rock. =/,1
6,942,let me know when you find Elvis,1
6,943,it look like our old pressure cooker.,1
6,944,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/465369697_10222279197883892_3794591117186626722_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=JxwP-DntDs0Q7kNvgG6GZj1&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AFRY0fQPD5XZXHkLwhE8F5c&oh=00_AYAZdk0M6jdjs52-J2cm-wlUp9SVwqtmzr-CfsbtkRX_3Q&oe=67A00CF6,0
6,945,Namo buddha...,0
6,946,How do they know that its not something that lives there?,0
6,947,I saw Mickey Mouse in the clouds once. Proof that God is Walt Disney.,0
6,948,"Looks similar to the rock formation beside it. The statue looking one just probably had different drifting, whatever they call it.",0
6,949,I seen clouds that looked like a pair of boobs once...,0
6,950,Destroyed by Islam  ??????,0
6,951,It's a rock. Get over it. Pfft!,0
6,952,horsefeathers!,0
6,953,i don't see it.,0
6,954,Amazing,0
6,955,looks more like the venus of willendorf to me lol,0
6,956,Looks more like Mel Brooks...,0
6,957,All rubbish.,0
6,958,Fucking bullshit......,0
6,959,Don't spread fake news asshole,0
6,960,For me...it looks like a lady sitting...,0
6,961,"From which angle, it does looks like the statue of Buddha???",0
6,962,Have they seen Jesus on the side of a refrigerator yet.,0
6,963,Bullshit,0
6,964,sorry i dont see it.i do see an angel statue lol,0
6,965,thats man like structure not sure who made it or built it self,0
6,966,De Bahai bidinwnw janangou,0
6,967,Kyab su chey,0
6,968,khawi khi maw? zawngtah kung lo zawng leh teh u...,0
6,969,NASA playing game lol,0
6,970,To make money one has to make story and through that story they can make money very easy.,0
6,971,Impossible,0
6,972,You gotta be smoking Buddha to see Buddha,0
6,973,Artificial,0
6,974,nuisance all these!,0
6,975,Faltuu,0
6,976,faltuu,0
6,977,n also u can find pictures of salman sharukh amir bacchan ajay n so on ..continue ...,0
6,978,I doubt.NASA too.,0
6,979,"Admin a big Salute to you for posting this on to your page.....Wow
-_-",0
6,980,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463278906_8111392662297998_1848906471048037669_n.jpg?stp=dst-jpg_s526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=4YgF6FUpolcQ7kNvgF_H9iM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AgHSlV-2cqmRDmlTzbbbM8P&oh=00_AYBWc_qMU-Jb9PvWwaEK-UgRB7nZ3kiPW8oDsJZZxhj23w&oe=67A00C9E,1
6,981,https://m.facebook.com/photo.php?fbid=748300078607330&id=100002820343898&set=a.104598402977504.5194.100002820343898&_rdr,0
6,982,"God is everywere! God can maked everything! These world is not made by us !  We will see so maney a unknowns objects.So, we need study about anythings.",0
6,983,What a joke...  This coming from northeast today? Don't dumb yourself down.,0
6,984,This is bullshit. ..,0
6,985,like crop circle,0
6,986,It shows the time tells us about the time is nearer for The LORD JESUS coming. ..,0
6,987,I find it very hard to believe that someone can actually say this kind of thing.,0
6,988,It's a formations of rock,0
6,989,What are these sighting guys smoking man? I want some of it too!,0
6,990,thats my grandpa laura!!!!....,0
6,991,human biengs are too fast in assuming things... funny,0
6,992,dats no Buddha...whos sayin its buddha..its a huge stone,0
6,993,any prove,0
6,994,looks more like a topless woman taking a shit...,0
6,995,Sadu....sadu....sadu... bek poran bola guun sugiee oudok.,0
6,996,Hhhhhhh   it seem s  dead cat  lol,0
6,997,"you khon bae terang.....you dont know anything nowaday wad its happen in this world ....n u dont worship the word of buddha...n i think u guy u worship those animals like cow,goat,stone etc",0
6,998,i saw its got a monster d***,0
6,999,jokes of the day,0
6,1000,Penlay hey,0
6,1001,That could be an giant mammoth's poop's.,0
6,1002,There's something or what????,0
6,1003,"Dear frnds a match between barcelona n r.madrid will b played on mars !!
hurry tickets limited !",0
6,1004,cr*p resolution,0
6,1005,God forbid the rover get more then 30 feet away from these pictures.,0
6,1006,Looks like the giant space worm from Empire strikes back,0
6,1007,it doesn't even looks like human beings lol,0
6,1008,Even northeast today is posting fake news,0
6,1009,It's all bogus n is just made to confuse people. It's just like Lord Ganesh drinking milk...,0
6,1010,sob pagla hol....earth t ki ki ase heituye najne ..atiya aku march t ki ase sabo ahise ...tezpur niba lagbo,0
6,1011,Mayb he has been watching lots of this fiction movies dis days.. lol..,0
6,1012,proud to be Buddhist,0
6,1013,Don't gve imprtnt in worshipng such things...coz u ll nt gain any..instead blfe  in God...n worship him wit ol ur heart..he is our super hero,1
6,1014,"Bill Clinton says ""it looks like a bare breasted woman.

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466913853_10233989709194430_1699785876923247282_n.jpg?stp=dst-jpg_p350x350_tt6&_nc_cat=103&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=H06N5eKcx3MQ7kNvgEhYEkP&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AR2YrmxGvpxZrfuyDDRPLpa&oh=00_AYAPhFYFkuuJjxGcUszpLZTGQPbv3E_85h0uyeBDg__swg&oe=67A02E50",0
6,1015,So this is where the Taliban sent the Bamiyan Buddhas?,1
6,1016,This? Oh this is us discovering the LAST planet we destroyed by inhabiting it.,0
6,1017,No No... Its my statue. Haha Hillarious,0
6,1018,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/459798703_3697695693812710_6425738932121540985_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=p8cOVcD0gjoQ7kNvgEn5sPi&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AlkzeSnikB9qc7Sm-mcNQcs&oh=00_AYD4T-PGfsbgeTM8qfz89uxHw1lM0onQC3vUMOqTsOErag&oe=67A02F79,7
6,1019,lol..,0
6,1020,if it's yes or no.it has been a chapter of history,0
6,1021,doesn't look like buddha at all,0
6,1022,Why Buddha it's not the size of a blimp,0
6,1023,namo budhhay,0
6,1024,আৰু এইয়া যদি সঁচা হয় তেনে হলে তাত পৃথিৱীবাসীয়ে মাটি কিনাৰ আশা বাদ দিয়াই ভাল।,0
6,1025,ধুলিৰ বতাহেনো কি কৰিব নোৱাৰে?,0
6,1026,"Anyone can say anything,",0
6,1027,Who saw buddha?? It looks lyk a dick to me,0
6,1028,Praise Budha,0
6,1029,Islam Is True Religion,0
6,1030,Yes Picture is not clear man,0
6,1031,100 % fake.,0
6,1032,Fake,0
6,1033,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/465395385_9164254503599402_3618353574416909953_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=FYzln_tgh3QQ7kNvgE-cT34&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYA23uxJNJHjKTcZvZ9GNKZF-hNUyPzkCXX7uKB7IUh9Gg&oe=67A025D3,0
6,1034,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464525681_8647629538617653_3617001676848562591_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YpJCGTVa2aAQ7kNvgFAIeED&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYAHnmvDkd7QEbu-PiRvfTSPoWZZ9SRLSqxPDZLdbKrFrQ&oe=67A02DDD,3
6,1035,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466485495_10232635576139039_5596473817267483536_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=rNQ0yEfq_IQQ7kNvgHxwHdA&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYCOQKy3_omOA_GrVoypdHteMAb-uwi9BCWM--YqxsraTA&oe=67A00B78,0
6,1036,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463212843_8216892915086989_6047306572289237338_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=QvsHTj9IausQ7kNvgHT--gM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYDI-yT8oYcXSm8GNgaLDcKlpxMASTFG7mBGnbXY2uTbHg&oe=67A027B1,0
6,1037,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464238993_27314882614825706_6460983992020493047_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=F5j6VPl-sekQ7kNvgF3rcmT&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBP547Jkxn_EOl5-nlUAOCKOFmn0_b-_gkZBt84-8logQ&oe=67A02595,0
6,1038,wtf,0
6,1039,A ho,0
6,1040,Haha,0
